QuotationID	QuotationText	Location
34086246	But thy eternal summer shall not fade.	<i>Sonnet XVIII</i>
34086247	The painful warrior famoused for fight,	<i>Sonnet XXV</i>
34086248	When to the sessions of sweet silent thought<br>I summon up remembrance of things past,<br>I sigh the lack of many a thing I sought,<br>And with old woes new wail my dear time's waste.	<i>Sonnet XXX</i>
34086249	Full many a glorious morning have I seen.	<i>Sonnet XXXIII</i>
34086250	My grief lies onward and my joy behind.	<i>Sonnet I</i>
34086251	Like stones of worth, they thinly placed are,<br>Or captain jewels in the carcanet.	<i>Sonnet III</i>
34086252	The rose looks fair, but fairer we it deem<br>For that sweet odour which doth in it live.	<i>Sonnet XIII</i>
34086253	Not marble, nor the gilded monuments<br>Of princes, shall outlive this powerful rhyme.	<i>Sonnet IV</i>
34086254	Since brass, nor stone, nor earth, nor boundless sea,<br>But sad mortality o'ersways their power,<br>How with this rage shall beauty hold a plea,<br>Whose action is no stronger than a flower?	<i>Sonnet XIV</i>
34086255	And art made tongue-tied by authority.	<i>Sonnet lxvi</i>
34086256	And simple truth miscall'd simplicity,<br>And captive good attending captain ill.	<i>Sonnet LXVI</i>
34086257	The ornament of beauty is suspect,<br>A crow that flies in heaven's sweetest air.	<i>Sonnet XX</i>
34086258	That time of year thou may'st in me behold,<br>When yellow leaves, or none, or few, do hang<br>Upon those boughs which shake against the cold,ù<br>Bare ruin'd choirs, where late the sweet birds sang.	<i>Sonnet XXIII</i>
34086259	Farewell! thou art too dear for my possessing.	<i>Sonnet XXXVII</i>
34086260	Do not drop in for an after-loss.<br>Ah, do not, when my heart hath'scap'd this sorrow,<br>Come in the rearward of a conquer'd woe;<br>Give not a windy night a rainy morrow,<br>To linger out a purpos'd overthrow.	<i>Sonnet XC</i>
34086261	When proud-pied April, dress'd in all his trim,<br>Hath put a spirit of youth in everything.	<i>Sonnet XCVIII</i>
34086262	Still constant is a wondrous excellence.	<i>Sonnet CV</i>
34086263	And beauty, making beautiful old rhyme.	<i>Sonnet CVI</i>
34086264	My nature is subdu'd<br>To what it works in, like the dyer's hand.	<i>Sonnet CXI</i>
34086265	Let me not to the marriage of true minds<br>Admit impediments: love is not love<br>Which alters when it alteration finds.	<i>Sonnet CXVI</i>
34086266	'T is better to be vile than vile esteem'd,<br>When not to be receives reproach of being;<br>And the just pleasure lost which is so deem'd,<br>Not by our feeling, but by others' seeing.	<i>Sonnet CXXI</i>
34086267	No, I am that I am, and they that level<br>At my abuses reckon up their own.	<i>Sonnet CXXI</i>
34086268	That full star that ushers in the even.	<i>Sonnet CXXXII</i>
34086269	O father, what a hell of witchcraft lies<br>In the small orb of one particular tear.	<i>A Lover's Complaint</i>
34086270	Bad in the best, though excellent in neither.	<i>The Passionate Pilgrim</i>
34086271	Crabbed age and youth<br>Cannot live together.	<i>The Passionate Pilgrim</i>
34086272	Have you not heard it said full oft,<br>A woman's nay doth stand for naught?	<i>The Passionate Pilgrim</i>
34086273	Cursed be he that moves my bones.	<i>Shakespeare's Epitaph</i>
