QuotationID	QuotationText	Location
34085506	A fellow of no mark nor likelihood.	<i>King Henry IV. Part I</i>, Act III Scene 2
34085507	To loathe the taste of sweetness, whereof a little<br>More than a little is by much too much.	<i>King Henry IV. Part I</i>, Act III Scene 2
34085508	An I have not forgotten what the inside of a church is made of, I am a pepper-corn.	<i>King Henry IV. Part I</i>, Act III Scene 3
34085509	Company, villanous company, hath been the spoil of me.	<i>King Henry IV. Part I</i>, Act III Scene 3
34085510	Shall I not take mine ease in mine inn?	<i>King Henry IV. Part I</i>, Act III Scene 3
34085511	Rob me the exchequer.	<i>King Henry IV. Part I</i>, Act III Scene 3
34085512	This sickness doth infect<br>The very life-blood of our enterprise.	<i>King Henry IV. Part I</i>, Act IV Scene 1
34085513	That daffed the world aside,<br>And bid it pass.	<i>King Henry IV. Part I</i>, Act IV Scene 1
34085514	All plumed like estridges that with the wind<br>Baited like eagles having lately bathed;<br>Glittering in golden coats, like images;<br>As full of spirit as the month of May,<br>And gorgeous as the sun at midsummer.	<i>King Henry IV. Part I</i>, Act IV Scene 1
34085515	The cankers of a calm world and a long peace.	<i>King Henry IV. Part I</i>, Act IV Scene 2
34085516	A mad fellow met me on the way and told me I had unloaded all the gibbets and pressed the dead bodies. No eye hath seen such scarecrows. I'll not march through Coventry with them, that's flat: nay, and the villains march wide betwixt the legs,	<i>King Henry IV. Part I</i>, Act IV Scene 2
34085517	Food for powder, food for powder; they'll fill a pit as well as better.	<i>King Henry IV. Part I</i>, Act IV Scene 2
34085518	To the latter end of a fray and the beginning of a feast...	<i>King Henry IV. Part I</i>, Act IV Scene 2
34085519	I would't were bedtime, Hal, and all well.	<i>King Henry IV. Part I</i>, Act V Scene 1
34085520	Two stars keep not their motion in one sphere.	<i>King Henry IV. Part I</i>, Act V Scene 4
34085521	This earth that bears thee dead<br>Bears not alive so stout a gentleman.	<i>King Henry IV. Part I</i>, Act V Scene 4
34085522	Thy ignominy sleep with thee in the grave,<br>But not remember'd in thy epitaph!	<i>King Henry IV. Part I</i>, Act V Scene 4
34085523	I could have better spared a better man.	<i>King Henry IV. Part I</i>, Act V Scene 4
34085524	The better part of valour is discretion.	<i>King Henry IV. Part I</i>, Act V Scene 4
34085525	Full bravely hast thou fleshed<br>Thy maiden sword.	<i>King Henry IV. Part I</i>, Act V Scene 4
34085526	Lord, Lord, how this world is given to lying! I grant you I was down and out of breath; and so was he. But we rose both at an instant, and fought a long hour by Shrewsbury clock.	<i>King Henry IV. Part I</i>, Act V Scene 4
34085527	I'll purge, and leave sack, and live cleanly.	<i>King Henry IV. Part I</i>, Act V Scene 4
34085528	Even such a man, so faint, so spiritless,<br>So dull, so dead in look, so woe-begone,<br>Drew Priam's curtain in the dead of night,<br>And would have told him half his Troy was burnt.	<i>King Henry IV. Part II</i>, Act I Scene 1
34085529	Yet the first bringer of unwelcome news<br>Hath but a losing office, and his tongue<br>Sounds ever after as a sullen bell,<br>Remember'd tolling a departing friend.	<i>King Henry IV. Part II</i>, Act I Scene 1
34085530	I am not only witty in myself, but the cause that wit is in other men.	<i>King Henry IV. Part II</i>, Act I Scene 2
34085531	A rascally yea-forsooth knave.	<i>King Henry IV. Part II</i>, Act I Scene 2
34085532	Some smack of age in you, some relish of the saltness of time.	<i>King Henry IV. Part II</i>, Act I Scene 2
34085533	We that are in the vaward of our youth.	<i>King Henry IV. Part II</i>, Act I Scene 2
34085534	For my voice, I have lost it with halloing and singing of anthems.	<i>King Henry IV. Part II</i>, Act I Scene 2
34085535	It was alway yet the trick of our English nation, if they have a good thing to make it too common.	<i>King Henry IV. Part II</i>, Act I Scene 2
34085536	I were better to be eaten to death with a rust than to be scoured to nothing with perpetual motion.	<i>King Henry IV. Part II</i>, Act I Scene 2
34085537	If I do, fillip me with a three-man beetle.	<i>King Henry IV. Part II</i>, Act I Scene 2
34085538	Who lined himself with hope,<br>Eating the air on promise of supply.	<i>King Henry IV. Part II</i>, Act I Scene 2
34085539	When we mean to build,<br>We first survey the plot, then draw the model;<br>And when we see the figure of the house,<br>Then must we rate the cost of the erection.	<i>King Henry IV. Part II</i>, Act I Scene 3
34085540	An habitation giddy and unsure<br>Hath he that buildeth on the vulgar heart.	<i>King Henry IV. Part II</i>, Act I Scene 3
34085541	Past and to come seems best; things present worst.	<i>King Henry IV. Part II</i>, Act I Scene 3
34085542	A poor lone woman.	<i>King Henry IV. Part II</i>, Act II Scene 1
34085543	I'll tickle your catastrophe.	<i>King Henry IV. Part II</i>, Act II Scene 1
34085544	He hath eaten me out of house and home.	<i>King Henry IV. Part II</i>, Act II Scene 1
34085545	Thou didst swear to me upon a parcel-gilt goblet, sitting in my Dolphin-chamber, at the round table, by a sea-coal fire, upon Wednesday in Wheeson week.	<i>King Henry IV. Part II</i>, Act II Scene 1
34085546	I do now remember the poor creature, small beer.	<i>King Henry IV. Part II</i>, Act II Scene 2
34085547	Let the end try the man.	<i>King Henry IV. Part II</i>, Act II Scene 2
34085548	Thus we play the fools with the time, and the spirits of the wise sit in the clouds and mock us.	<i>King Henry IV. Part II</i>, Act II Scene 2
34085549	He was indeed the glass<br>Wherein the noble youth did dress themselves.	<i>King Henry IV. Part II</i>, Act II Scene 3
34085550	Aggravate your choler.	<i>King Henry IV. Part II</i>, Act II Scene 4
34085551	O sleep, O gentle sleep,<br>Nature's soft nurse! how have I frighted thee,<br>That thou no more wilt weigh my eyelids down<br>And steep my senses in forgetfulness?	<i>King Henry IV. Part II</i>, Act III Scene 1
34085552	With all appliances and means to boot.	<i>King Henry IV. Part II</i>, Act III Scene 1
34085553	Uneasy lies the head that wears a crown.	<i>King Henry IV. Part II</i>, Act III Scene 1
34085554	Death, as the Psalmist saith, is certain to all; all shall die. How a good yoke of bullocks at Stamford fair?	<i>King Henry IV. Part II</i>, Act III Scene 2
34085555	Accommodated; that is, when a man is, as they say, accommodated; or when a man is, being, whereby a' may be thought to be accommodated,ùwhich is an excellent thing.	<i>King Henry IV. Part II</i>, Act III Scene 2
34085556	Most forcible Feeble.	<i>King Henry IV. Part II</i>, Act III Scene 2
34085557	We have heard the chimes at midnight.	<i>King Henry IV. Part II</i>, Act III Scene 2
34085558	A man can die but once.	<i>King Henry IV. Part II</i>, Act III Scene 2
34085559	Like a man made after supper of a cheese-paring: when a' was naked, he was, for all the world, like a forked radish, with a head fantastically carved upon it with a knife.	<i>King Henry IV. Part II</i>, Act III Scene 2
34085560	We are ready to try our fortunes<br>To the last man.	<i>King Henry IV. Part II</i>, Act IV Scene 2
34085561	I may justly say, with the hook-nosed fellow of Rome, "I came, saw, and overcame."	<i>King Henry IV. Part II</i>, Act IV Scene 3
34085562	He hath a tear for pity, and a hand<br>Open as day for melting charity.	<i>King Henry IV. Part II</i>, Act IV Scene 4
34085563	Thy wish was father, Harry, to that thought.	<i>King Henry IV. Part II</i>, Act IV Scene 5
34085564	Commit<br>The oldest sins the newest kind of ways.	<i>King Henry IV. Part II</i>, Act IV Scene 5
34085565	A joint of mutton, and any pretty little tiny kick-shaws, tell William cook.	<i>King Henry IV. Part II</i>, Act V Scene 1
34085566	His cares are now all ended.	<i>King Henry IV. Part II</i>, Act V Scene 2
34085567	Falstaff. What wind blew you hither, Pistol?<br>Pistol. Not the ill wind which blows no man to good.	<i>King Henry IV. Part II</i>, Act V Scene 3
34085568	A foutre for the world and worldlings base!<br>I speak of Africa and golden joys.	<i>King Henry IV. Part II</i>, Act V Scene 3
34085569	Under which king, Bezonian? speak, or die!	<i>King Henry IV. Part II</i>, Act V Scene 3
34085570	O for a Muse of fire, that would ascend<br>The brightest heaven of invention!	<i>King Henry V</i>, Prologue
34085571	Consideration, like an angel, came<br>And whipped the offending Adam out of him.	<i>King Henry V</i>, Act I Scene 1
34085572	Turn him to any cause of policy,<br>The Gordian knot of it he will unloose,<br>Familiar as his garter: that when he speaks,<br>The air, a chartered libertine, is still.	<i>King Henry V</i>, Act I Scene 1
34085573	Base is the slave that pays.	<i>King Henry V</i>, Act II Scene 1
34085574	Even at the turning o' the tide.	<i>King Henry V</i>, Act II Scene 3
34085575	His nose was as sharp as a pen, and a' babbled of green fields.	<i>King Henry V</i>, Act II Scene 3
34085576	As cold as any stone.	<i>King Henry V</i>, Act II Scene 3
34085577	Self-love, my liege, is not so vile a sin<br>As self-neglecting.	<i>King Henry V</i>, Act II Scene 4
34085578	And sheathed their swords for lack of argument.	<i>King Henry V</i>, Act III Scene 1
34085579	I see you stand like greyhounds in the slips,<br>Straining upon the start.	<i>King Henry V</i>, Act III Scene 1
34085580	I would give all my fame for a pot of ale and safety.	<i>King Henry V</i>, Act III Scene 2
34085581	Men of few words are the best men.	<i>King Henry V</i>, Act III Scene 2
34085582	I thought upon one pair of English legs<br>Did march three Frenchmen.	<i>King Henry V</i>, Act III Scene 6
34085583	You may as well say, that's a valiant flea that dare eat his breakfast on the lip of a lion.	<i>King Henry V</i>, Act III Scene 7
34085584	There is some soul of goodness in things evil,<br>Would men observingly distil it out.	<i>King Henry V</i>, Act IV Scene 1
34085585	Every subject's duty is the king's; but every subject's soul is his own.	<i>King Henry V</i>, Act IV Scene 1
34085586	That's a perilous shot out of an elder-gun.	<i>King Henry V</i>, Act IV Scene 1
34085587	Who with a body filled and vacant mind<br>Gets him to rest, crammed with distressful bread.	<i>King Henry V</i>, Act IV Scene 1
34085588	Winding up days with toil and nights with sleep.	<i>King Henry V</i>, Act IV Scene 1
34085589	But if it be a sin to covet honour,<br>I am the most offending soul alive.	<i>King Henry V</i>, Act IV Scene 3
34085590	This day is called the feast of Crispian:<br>He that outlives this day and comes safe home,<br>Will stand a tip-toe when this day is named,<br>And rouse him at the name of Crispian.	<i>King Henry V</i>, Act IV Scene 3
34085591	We few, we happy few, we band of brothers.	<i>King Henry V</i>, Act IV Scene 3
34085592	There is a river in Macedon; and there is also moreover a river at Monmouth;à and there is salmons in both.	<i>King Henry V</i>, Act IV Scene 7
34085593	An arrant traitor as any is in the universal world, or in France, or in England!	<i>King Henry V</i>, Act IV Scene 8
34085594	There is occasions and causes why and wherefore in all things.	<i>King Henry V</i>, Act V Scene 1
34085595	By this leek, I will most horribly revenge: I eat and eat, I swear.	<i>King Henry V</i>, Act V Scene 1
34085596	All hell shall stir for this.	<i>King Henry V</i>, Act V Scene 1
34085597	If he be not fellow with the best king, thou shalt find the best king of good fellows.	<i>King Henry V</i>, Act V Scene 2
34085598	Hung be the heavens with black, yield day to night!	<i>King Henry VI. Part I</i>, Act I Scene 1
34085599	Halcyon days.	<i>King Henry VI. Part I</i>, Act I Scene 2
34085600	Between two hawks, which flies the higher pitch;<br>Between two dogs, which hath the deeper mouth;<br>Between two blades, which bears the better temper;<br>Between two horses, which doth bear him best;<br>Between two girls, which hath the merriest eye,&1	<i>King Henry VI. Part I</i>, Act II Scene 4
34085601	Delays have dangerous ends.	<i>King Henry VI. Part I</i>, Act III Scene 2
34085602	She's beautiful, and therefore to be wooed;<br>She is a woman, therefore to be won.	<i>King Henry VI. Part I</i>, Act V Scene 3
34085603	Main chance.	<i>King Henry VI. Part II</i>, Act I Scene 1
34085604	Could I come near your beauty with my nails,<br>I'd set my ten commandments in your face.	<i>King Henry VI. Part II</i>, Act I Scene 3
34085605	Smooth runs the water where the brook is deep.	<i>King Henry VI. Part II</i>, Act III Scene 1
34085606	What stronger breastplate than a heart untainted!<br>Thrice is he armed that hath his quarrel just,<br>And he but naked, though locked up in steel,<br>Whose conscience with injustice is corrupted.	<i>King Henry VI. Part II</i>, Act III Scene 2
34085607	He dies, and makes no sign.	<i>King Henry VI. Part II</i>, Act III Scene 3
34085608	Close up his eyes and draw the curtain close;<br>And let us all to meditation.	<i>King Henry VI. Part II</i>, Act III Scene 3
34085609	The gaudy, blabbing, and remorseful day<br>Is crept into the bosom of the sea.	<i>King Henry VI. Part II</i>, Act IV Scene 1
34085610	There shall be in England seven halfpenny loaves sold for a penny; the three-hooped pot shall have ten hoops; and I will make it felony to drink small beer.	<i>King Henry VI. Part II</i>, Act IV Scene 2
34085611	Is not this a lamentable thing, that of the skin of an innocent lamb should be made parchment? that parchment, being scribbled o'er, should undo a man?	<i>King Henry VI. Part II</i>, Act IV Scene 2
34085612	Sir, he made a chimney in my father's house, and the bricks are alive at this day to testify it.	<i>King Henry VI. Part II</i>, Act IV Scene 2
34085613	How sweet a thing it is to wear a crown,<br>Within whose circuit is Elysium<br>And all that poets feign of bliss and joy!	<i>King Henry VI. Part III</i>, Act I Scene 2
34085614	And many strokes, though with a little axe,<br>Hew down and fell the hardest-timbered oak.	<i>King Henry VI. Part III</i>, Act II Scene 1
34085615	The smallest worm will turn, being trodden on.	<i>King Henry VI. Part III</i>, Act II Scene 2
34085616	Didst thou never hear<br>That things ill got had ever bad success?<br>And happy always was it for that son<br>Whose father for his hoarding went to hell?	<i>King Henry VI. Part III</i>, Act II Scene 2
34085617	Warwick, peace,<br>Proud setter up and puller down of kings!	<i>King Henry VI. Part III</i>, Act III Scene 3
34085618	A little fire is quickly trodden out;<br>Which, being suffered, rivers cannot quench.	<i>King Henry VI. Part III</i>, Act IV Scene 8
34085619	Suspicion always haunts the guilty mind;<br>The thief doth fear each bush an officer.	<i>King Henry VI. Part III</i>, Act V Scene 6
34085620	Now is the winter of our discontent<br>Made glorious summer by this sun of York,<br>And all the clouds that loured upon our house<br>In the deep bosom of the ocean buried.	<i>King Richard III</i>, Act I Scene 1
34085621	To leave this keen encounter of our wits.	<i>King Richard III</i>, Act I Scene 2
34085622	Was ever woman in this humour wooed?<br>Was ever woman in this humour won?	<i>King Richard III</i>, Act I Scene 2
34085623	Framed in the prodigality of nature.	<i>King Richard III</i>, Act I Scene 2
34085624	The world is grown so bad,<br>That wrens make prey where eagles dare not perch.	<i>King Richard III</i>, Act I Scene 3
34085625	O, I have passed a miserable night,<br>So full of ugly sights, of ghastly dreams,<br>That, as I am a Christian faithful man,<br>I would not spend another such a night,<br>Though't were to buy a world of happy days.	<i>King Richard III</i>, Act I Scene 4
34085626	A parlous boy.	<i>King Richard III</i>, Act II Scene 4
34085627	So wise so young, they say, do never live long.	<i>King Richard III</i>, Act III Scene 1
34085628	Off with his head!	<i>King Richard III</i>, Act III Scene 4
34085629	Lives like a drunken sailor on a mast,<br>Ready with every nod to tumble down.	<i>King Richard III</i>, Act III Scene 4
34085630	Even in the afternoon of her best days.	<i>King Richard III</i>, Act III Scene 7
34085631	Thou troublest me; I am not in the vein.	<i>King Richard III</i>, Act IV Scene 2
34085632	Their lips were four red roses on a stalk.	<i>King Richard III</i>, Act IV Scene 3
34085633	The sons of Edward sleep in Abraham's bosom.	<i>King Richard III</i>, Act IV Scene 3
34085634	Let not the heavens hear these tell-tale women<br>Rail on the Lord's anointed.	<i>King Richard III</i>, Act IV Scene 4
34085635	Tetchy and wayward.	<i>King Richard III</i>, Act IV Scene 4
34085636	An honest tale speeds best, being plainly told.	<i>King Richard III</i>, Act IV Scene 4
34085637	Thus far into the bowels of the land<br>Have we marched on without impediment.	<i>King Richard III</i>, Act V Scene 2
34085638	True hope is swift, and flies with swallow's wings;<br>Kings it makes gods, and meaner creatures kings.	<i>King Richard III</i>, Act V Scene 2
34085639	The king's name is a tower of strength.	<i>King Richard III</i>, Act V Scene 3
34085640	Give me another horse: bind up my wounds.	<i>King Richard III</i>, Act V Scene 3
34085641	O coward conscience, how dost thou afflict me!	<i>King Richard III</i>, Act V Scene 3
34085642	My conscience hath a thousand several tongues,<br>And every tongue brings in a several tale,<br>And every tale condemns me for a villain.	<i>King Richard III</i>, Act V Scene 3
34085643	The early village cock<br>Hath twice done salutation to the morn.	<i>King Richard III</i>, Act V Scene 3
34085644	By the apostle Paul, shadows to-night<br>Have struck more terror to the soul of Richard<br>Than can the substance of ten thousand soldiers.	<i>King Richard III</i>, Act V Scene 3
34085645	The selfsame heaven<br>That frowns on me looks sadly upon him.	<i>King Richard III</i>, Act V Scene 3
34085646	A thing devised by the enemy.	<i>King Richard III</i>, Act V Scene 3
34085647	I have set my life upon a cast,<br>And I will stand the hazard of the die:<br>I think there be six Richmonds in the field.	<i>King Richard III</i>, Act V Scene 4
34085648	A horse! a horse! my kingdom for a horse!	<i>King Richard III</i>, Act V Scene 4
34085649	Order gave each thing view.	<i>King Henry VIII</i>, Act I Scene 1
34085650	No man's pie is freed<br>From his ambitious finger.	<i>King Henry VIII</i>, Act I Scene 1
34085651	Anger is like<br>A full-hot horse, who being allow'd his way,<br>Self-mettle tires him.	<i>King Henry VIII</i>, Act I Scene 1
34085652	Heat not a furnace for your foe so hot<br>That it do singe yourself.	<i>King Henry VIII</i>, Act I Scene 1
34085653	'T is but the fate of place, and the rough brake<br>That virtue must go through.	<i>King Henry VIII</i>, Act I Scene 2
34085654	The mirror of all courtesy.	<i>King Henry VIII</i>, Act II Scene 1
34085655	This bold bad man.	<i>King Henry VIII</i>, Act II Scene 2
34085656	'T is better to be lowly born,<br>And range with humble livers in content,<br>Than to be perked up in a glistering grief,<br>And wear a golden sorrow.	<i>King Henry VIII</i>, Act II Scene 3
34085657	Orpheus with his lute made trees,<br>And the mountain-tops that freeze,<br>Bow themselves when he did sing.	<i>King Henry VIII</i>, Act III Scene 1
34085658	'T is well said again,<br>And't is a kind of good deed to say well:<br>And yet words are no deeds.	<i>King Henry VIII</i>, Act III Scene 2
34085659	And then to breakfast with<br>What appetite you have.	<i>King Henry VIII</i>, Act III Scene 2
34085660	I have touched the highest point of all my greatness;<br>And from that full meridian of my glory<br>I haste now to my setting: I shall fall<br>Like a bright exhalation in the evening,<br>And no man see me more.	<i>King Henry VIII</i>, Act III Scene 2
34085661	Press not a falling man too far!	<i>King Henry VIII</i>, Act III Scene 2
34085662	A peace above all earthly dignities,<br>A still and quiet conscience.	<i>King Henry VIII</i>, Act III Scene 2
34085663	A load would sink a navy.	<i>King Henry VIII</i>, Act III Scene 2
34085664	And sleep in dull cold marble.	<i>King Henry VIII</i>, Act III Scene 2
34085665	Say, Wolsey, that once trod the ways of glory,<br>And sounded all the depths and shoals of honour,<br>Found thee a way, out of his wreck, to rise in;<br>A sure and safe one, though thy master missed it.	<i>King Henry VIII</i>, Act III Scene 2
34085666	I charge thee, fling away ambition:<br>By that sin fell the angels.	<i>King Henry VIII</i>, Act III Scene 2
34085667	Had I but served my God with half the zeal<br>I served my king, he would not in mine age<br>Have left me naked to mine enemies.	<i>King Henry VIII</i>, Act III Scene 2
34085668	A royal train, believe me.	<i>King Henry VIII</i>, Act IV Scene 1
34085669	An old man, broken with the storms of state,<br>Is come to lay his weary bones among ye:<br>Give him a little earth for charity!	<i>King Henry VIII</i>, Act IV Scene 2
34085670	He gave his honours to the world again,<br>His blessed part to heaven, and slept in peace.	<i>King Henry VIII</i>, Act IV Scene 2
34085671	So may he rest; his faults lie gently on him!	<i>King Henry VIII</i>, Act IV Scene 2
34085672	He was a man<br>Of an unbounded stomach.	<i>King Henry VIII</i>, Act IV Scene 2
34085673	Men's evil manners live in brass; their virtues<br>We write in water.	<i>King Henry VIII</i>, Act IV Scene 2
34085674	He was a scholar, and a ripe and good one;<br>Exceeding wise, fair-spoken, and persuading;<br>Lofty and sour to them that loved him not,<br>But to those men that sought him sweet as summer.	<i>King Henry VIII</i>, Act IV Scene 2
34085675	Yet in bestowing, madam,<br>He was most princely.	<i>King Henry VIII</i>, Act IV Scene 2
34085676	After my death I wish no other herald,<br>No other speaker of my living actions,<br>To keep mine honour from corruption,<br>But such an honest chronicler as Griffith.	<i>King Henry VIII</i>, Act IV Scene 2
34085677	To dance attendance on their lordships' pleasures.	<i>King Henry VIII</i>, Act V Scene 2
34085678	'T is a cruelty<br>To load a falling man.	<i>King Henry VIII</i>, Act V Scene 3
34085679	You were ever good at sudden commendations.	<i>King Henry VIII</i>, Act V Scene 3
34085680	I come not<br>To hear such flattery now, and in my presence.	<i>King Henry VIII</i>, Act V Scene 3
34085681	They are too thin and bare to hide offences.	<i>King Henry VIII</i>, Act V Scene 3
34085682	Those about her<br>From her shall read the perfect ways of honour.	<i>King Henry VIII</i>, Act V Scene 5
34085683	Wherever the bright sun of heaven shall shine,<br>His honour and the greatness of his name<br>Shall be, and make new nations.	<i>King Henry VIII</i>, Act V Scene 5
34085684	A most unspotted lily shall she pass<br>To the ground, and all the world shall mourn her.	<i>King Henry VIII</i>, Act V Scene 5
34085685	I have had my labour for my travail.	<i>Troilus and Cressida</i>, Act I Scene 1
34085686	Take but degree away, untune that string,<br>And, hark, what discord follows! each thing meets<br>In mere oppugnancy.	<i>Troilus and Cressida</i>, Act I Scene 3
34085687	The baby figure of the giant mass<br>Of things to come.	<i>Troilus and Cressida</i>, Act I Scene 3
34085688	Modest doubt is call'd<br>The beacon of the wise, the tent that searches<br>To the bottom of the worst.	<i>Troilus and Cressida</i>, Act II Scene 2
34085689	The common curse of mankind,ùfolly and ignorance.	<i>Troilus and Cressida</i>, Act II Scene 3
34085690	All lovers swear more performance than they are able, and yet reserve an ability that they never perform; vowing more than the perfection of ten, and discharging less than the tenth part of one.	<i>Troilus and Cressida</i>, Act III Scene 2
34085691	Welcome ever smiles,<br>And farewell goes out sighing.	<i>Troilus and Cressida</i>, Act III Scene 3
34085692	One touch of nature makes the whole world kin.	<i>Troilus and Cressida</i>, Act III Scene 3
34085693	And give to dust that is a little gilt<br>More laud than gilt o'er-dusted.	<i>Troilus and Cressida</i>, Act III Scene 3
34085694	And like a dew-drop from the lion's mane,<br>Be shook to air.	<i>Troilus and Cressida</i>, Act III Scene 3
34085695	His heart and hand both open and both free;<br>For what he has he gives, what thinks he shows;<br>Yet gives he not till judgment guide his bounty.	<i>Troilus and Cressida</i>, Act IV Scene 5
34085696	The end crowns all,<br>And that old common arbitrator, Time,<br>Will one day end it.	<i>Troilus and Cressida</i>, Act IV Scene 5
34085697	Had I a dozen sons, each in my love alike and none less dear than thine and my good Marcius, I had rather eleven die nobly for their country than one voluptuously surfeit out of action.	<i>Coriolanus</i>, Act I Scene 3
34085698	Nature teaches beasts to know their friends.	<i>Coriolanus</i>, Act II Scene 1
34085699	A cup of hot wine with not a drop of allaying Tiber in't.	<i>Coriolanus</i>, Act II Scene 1
34085700	Many-headed multitude.	<i>Coriolanus</i>, Act II Scene 3
34085701	I thank you for your voices: thank you:<br>Your most sweet voices.	<i>Coriolanus</i>, Act II Scene 3
34085702	Hear you this Triton of the minnows? Mark you<br>His absolute "shall"?	<i>Coriolanus</i>, Act III Scene 1
34085703	Enough, with over-measure.	<i>Coriolanus</i>, Act III Scene 1
34085704	His nature is too noble for the world:<br>He would not flatter Neptune for his trident,<br>Or Jove for's power to thunder.	<i>Coriolanus</i>, Act III Scene 1
34085705	That it shall hold companionship in peace<br>With honour, as in war.	<i>Coriolanus</i>, Act III Scene 2
34085706	Serv. Where dwellest thou?<br>Cor. Under the canopy.	<i>Coriolanus</i>, Act IV Scene 5
34085707	A name unmusical to the Volscians' ears,<br>And harsh in sound to thine.	<i>Coriolanus</i>, Act IV Scene 5
34085708	Chaste as the icicle<br>That's curdied by the frost from purest snow<br>And hangs on Dian's temple.	<i>Coriolanus</i>, Act V Scene 3
34085709	If you have writ your annals true,'t is there<br>That, like an eagle in a dove-cote, I<br>Flutter'd your Volscians in Corioli:<br>Alone I did it. Boy!	<i>Coriolanus</i>, Act V Scene 6
34085710	Sweet mercy is nobility's true badge.	<i>Titus Andronicus</i>, Act I Scene 2
34085711	She is a woman, therefore may be woo'd;<br>She is a woman, therefore may be won;<br>She is Lavinia, therefore must be loved.<br>What, man! more water glideth by the mill<br>Than wots the miller of;	<i>Titus Andronicus</i>, Act II Scene 1
34085712	The eagle suffers little birds to sing.	<i>Titus Andronicus</i>, Act IV Scene 4
34085713	The weakest goes to the wall.	<i>Romeo and Juliet</i>, Act I Scene 1
34085714	Gregory, remember thy swashing blow.	<i>Romeo and Juliet</i>, Act I Scene 1
34085715	An hour before the worshipp'd sun<br>Peered forth the golden window of the east.	<i>Romeo and Juliet</i>, Act I Scene 1
34085716	As is the bud bit with an envious worm<br>Ere he can spread his sweet leaves to the air,<br>Or dedicate his beauty to the sun.	<i>Romeo and Juliet</i>, Act I Scene 1
34085717	Saint-seducing gold.	<i>Romeo and Juliet</i>, Act I Scene 1
34085718	He that is strucken blind cannot forget<br>The precious treasure of his eyesight lost.	<i>Romeo and Juliet</i>, Act I Scene 1
34085719	One fire burns out another's burning,<br>One pain is lessen'd by another's anguish.	<i>Romeo and Juliet</i>, Act I Scene 2
34085720	That book in many's eyes doth share the glory<br>That in gold clasps locks in the golden story.	<i>Romeo and Juliet</i>, Act I Scene 3
34085721	For I am proverb'd with a grandsire phrase.	<i>Romeo and Juliet</i>, Act I Scene 4
34085722	Made by the joiner squirrel or old grub,<br>Time out o' mind the fairies' coachmakers.	<i>Romeo and Juliet</i>, Act I Scene 4
34085723	True, I talk of dreams,<br>Which are the children of an idle brain,<br>Begot of nothing but vain fantasy.	<i>Romeo and Juliet</i>, Act I Scene 4
34085724	For you and I are past our dancing days.	<i>Romeo and Juliet</i>, Act I Scene 5
34085725	It seems she hangs	<i>Romeo and Juliet</i>, Act I Scene 5
34085726	Shall have the chinks.	<i>Romeo and Juliet</i>, Act I Scene 5
34085727	Too early seen unknown, and known too late!	<i>Romeo and Juliet</i>, Act I Scene 5
34085728	Young Adam Cupid, he that shot so trim,<br>When King Cophetua loved the beggar maid!	<i>Romeo and Juliet</i>, Act II Scene 1
34085729	He jests at scars that never felt a wound.<br>But, soft! what light through yonder window breaks?<br>It is the east, and Juliet is the sun.	<i>Romeo and Juliet</i>, Act II Scene 2
34085730	See, how she leans her cheek upon her hand!<br>O that I were a glove upon that hand,<br>That I might touch that cheek!	<i>Romeo and Juliet</i>, Act II Scene 2
34085731	O Romeo, Romeo! wherefore art thou Romeo?	<i>Romeo and Juliet</i>, Act II Scene 2
34085732	What's in a name? That which we call a rose<br>By any other name would smell as sweet.	<i>Romeo and Juliet</i>, Act II Scene 2
34085733	For stony limits cannot hold love out.	<i>Romeo and Juliet</i>, Act II Scene 2
34085734	Alack, there lies more peril in thine eye<br>Than twenty of their swords.	<i>Romeo and Juliet</i>, Act II Scene 2
34085735	At lovers' perjuries,<br>They say, Jove laughs.	<i>Romeo and Juliet</i>, Act II Scene 2
34085736	Rom. Lady, by yonder blessed moon I swear,<br>That tips with silver all these fruit-tree topsù<br>Jul. O, swear not by the moon, the inconstant moon,<br>That monthly changes in her circled orb...	<i>Romeo and Juliet</i>, Act II Scene 2
34085737	The god of my idolatry.	<i>Romeo and Juliet</i>, Act II Scene 2
34085738	Too like the lightning, which doth cease to be<br>Ere one can say, "It lightens."	<i>Romeo and Juliet</i>, Act II Scene 2
34085739	This bud of love, by summer's ripening breath,<br>May prove a beauteous flower when next we meet.	<i>Romeo and Juliet</i>, Act II Scene 2
34085740	How silver-sweet sound lovers' tongues by night,<br>Like softest music to attending ears!	<i>Romeo and Juliet</i>, Act II Scene 2
34085741	Good night, good night! parting is such sweet sorrow,<br>That I shall say good night till it be morrow.	<i>Romeo and Juliet</i>, Act II Scene 2
34085742	Care keeps his watch in every old man's eye,<br>And where care lodges, sleep will never lie.	<i>Romeo and Juliet</i>, Act II Scene 3
34085743	Thy old groans ring yet in my ancient ears.	<i>Romeo and Juliet</i>, Act II Scene 3
34085744	Stabbed with a white wench's black eye.	<i>Romeo and Juliet</i>, Act II Scene 4
34085745	The courageous captain of complements.	<i>Romeo and Juliet</i>, Act II Scene 4
34085746	One, two, and the third in your bosom.	<i>Romeo and Juliet</i>, Act II Scene 4
34085747	O flesh, flesh, how art thou fishified!	<i>Romeo and Juliet</i>, Act II Scene 4
34085748	I am the very pink of courtesy.	<i>Romeo and Juliet</i>, Act II Scene 4
